股票代號,股票名稱,上市日,市場別,產業別,鉅亨網網址,價格,漲跌,漲跌幅度(%),資料來源
6195,詩肯,2002/10/21,上櫃,居家生活,https://www.cnyes.com/twstock/6195,28.45,+0.55,+1.97%,鉅亨
6198,瑞築,2002/12/26,上櫃,建材營造業,https://www.cnyes.com/twstock/6198,30.10,-0.45,-1.47%,鉅亨
6199,天品,2016/10/07,上櫃,其他業,https://www.cnyes.com/twstock/6199,101.50,+0.50,+0.50%,鉅亨
6203,海韻電,2002/12/26,上櫃,電子零組件業,https://www.cnyes.com/twstock/6203,75.10,-0.80,-1.05%,鉅亨
6204,艾華,2002/11/13,上櫃,電子零組件業,https://www.cnyes.com/twstock/6204,58.10,+0.10,+0.17%,鉅亨
6207,雷科,2002/12/23,上櫃,電子零組件業,https://www.cnyes.com/twstock/6207,45.75,-1.25,-2.66%,鉅亨
6208,日揚,2002/12/23,上櫃,半導體業,https://www.cnyes.com/twstock/6208,44.45,-0.05,-0.11%,鉅亨
6210,慶生,2003/02/14,上櫃,電子零組件業,https://www.cnyes.com/twstock/6210,17.35,0.00,+0.00%,鉅亨
6212,理銘,2002/12/26,上櫃,建材營造業,https://www.cnyes.com/twstock/6212,42.20,-0.40,-0.94%,鉅亨
6217,中探針,2003/01/09,上櫃,電子零組件業,https://www.cnyes.com/twstock/6217,30.50,-0.65,-2.09%,鉅亨
6218,豪勉,2003/01/14,上櫃,通信網路業,https://www.cnyes.com/twstock/6218,20.55,-0.05,-0.24%,鉅亨
6219,富旺,2003/02/26,上櫃,建材營造業,https://www.cnyes.com/twstock/6219,19.35,-0.65,-3.25%,鉅亨
6220,岳豐,2003/01/09,上櫃,電子零組件業,https://www.cnyes.com/twstock/6220,19.55,-0.05,-0.26%,鉅亨
6221,晉泰,2003/01/06,上櫃,資訊服務業,https://www.cnyes.com/twstock/6221,47.60,+0.05,+0.11%,鉅亨
6222,立軒,2003/01/09,上櫃,光電業,https://www.cnyes.com/twstock/6222,20.60,0.00,+0.00%,鉅亨
6223,旺矽,2003/01/06,上櫃,半導體業,https://www.cnyes.com/twstock/6223,1010.00,-40.00,-3.81%,鉅亨
6227,茂綸,2003/01/14,上櫃,電子通路業,https://www.cnyes.com/twstock/6227,89.40,-1.20,-1.32%,鉅亨
6228,全譜,2003/01/21,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/6228,39.20,-0.25,-0.63%,鉅亨
6229,研通,2003/01/14,上櫃,半導體業,https://www.cnyes.com/twstock/6229,23.05,-0.10,-0.43%,鉅亨
6231,系微,2003/01/23,上櫃,資訊服務業,https://www.cnyes.com/twstock/6231,224.50,-0.50,-0.22%,鉅亨
6233,旺玖,2003/02/20,上櫃,半導體業,https://www.cnyes.com/twstock/6233,20.20,-0.10,-0.49%,鉅亨
6234,高僑,2003/03/12,上櫃,光電業,https://www.cnyes.com/twstock/6234,24.10,-0.30,-1.23%,鉅亨
6236,中湛,2003/03/31,上櫃,其他業,https://www.cnyes.com/twstock/6236,26.00,-1.00,-3.70%,鉅亨
6237,驊訊,2003/04/21,上櫃,半導體業,https://www.cnyes.com/twstock/6237,38.60,-0.85,-2.15%,鉅亨
6240,松崗,2003/05/30,上櫃,資訊服務業,https://www.cnyes.com/twstock/6240,21.55,+0.25,+1.17%,鉅亨
6241,易通展,2003/04/08,上櫃,通信網路業,https://www.cnyes.com/twstock/6241,12.45,+0.05,+0.40%,鉅亨
6242,立康,2003/04/23,上櫃,生技醫療業,https://www.cnyes.com/twstock/6242,41.90,-0.25,-0.59%,鉅亨
6244,茂迪,2003/05/15,上櫃,光電業,https://www.cnyes.com/twstock/6244,18.40,+0.15,+0.82%,鉅亨
6245,立端,2003/05/19,上櫃,通信網路業,https://www.cnyes.com/twstock/6245,78.50,-0.60,-0.76%,鉅亨
6246,臺龍,2003/06/18,上櫃,光電業,https://www.cnyes.com/twstock/6246,13.30,+0.10,+0.76%,鉅亨
6248,沛波,2003/09/03,上櫃,鋼鐵工業,https://www.cnyes.com/twstock/6248,24.05,+0.05,+0.21%,鉅亨
6259,百徽,2003/09/17,上櫃,電子零組件業,https://www.cnyes.com/twstock/6259,16.70,+0.15,+0.91%,鉅亨
6261,久元,2004/03/29,上櫃,半導體業,https://www.cnyes.com/twstock/6261,61.40,+0.10,+0.16%,鉅亨
6263,普萊德,2003/09/17,上櫃,通信網路業,https://www.cnyes.com/twstock/6263,153.00,0.00,+0.00%,鉅亨
6264,富裔,2004/02/24,上櫃,建材營造業,https://www.cnyes.com/twstock/6264,7.60,-0.18,-2.31%,鉅亨
6265,方土昶,2003/10/24,上櫃,電子通路業,https://www.cnyes.com/twstock/6265,9.01,-0.05,-0.55%,鉅亨
6266,泰詠,2004/04/29,上櫃,電子零組件業,https://www.cnyes.com/twstock/6266,30.10,0.00,+0.00%,鉅亨
6270,倍微,2003/09/17,上櫃,電子通路業,https://www.cnyes.com/twstock/6270,21.00,-0.05,-0.24%,鉅亨
6274,台燿,2003/12/18,上櫃,電子零組件業,https://www.cnyes.com/twstock/6274,253.50,+1.00,+0.40%,鉅亨
6275,元山,2004/12/23,上櫃,電子零組件業,https://www.cnyes.com/twstock/6275,43.15,-0.35,-0.80%,鉅亨
6276,安鈦克,2003/10/30,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/6276,55.50,-1.00,-1.77%,鉅亨
6279,胡連,2003/11/26,上櫃,電子零組件業,https://www.cnyes.com/twstock/6279,134.50,-0.50,-0.37%,鉅亨
6284,佳邦,2004/06/29,上櫃,電子零組件業,https://www.cnyes.com/twstock/6284,68.10,-0.50,-0.73%,鉅亨
6290,良維,2005/06/03,上櫃,電子零組件業,https://www.cnyes.com/twstock/6290,97.30,-2.70,-2.70%,鉅亨
6291,沛亨,2004/01/28,上櫃,半導體業,https://www.cnyes.com/twstock/6291,123.00,+11.00,+9.82%,鉅亨
6292,迅德,2003/11/26,上櫃,電子零組件業,https://www.cnyes.com/twstock/6292,44.40,+0.05,+0.11%,鉅亨
6294,智基,2004/01/13,上櫃,文化創意業,https://www.cnyes.com/twstock/6294,54.00,-0.50,-0.92%,鉅亨
6411,晶焱,2014/03/11,上櫃,半導體業,https://www.cnyes.com/twstock/6411,69.60,-0.10,-0.14%,鉅亨
6417,韋僑,2015/10/08,上櫃,通信網路業,https://www.cnyes.com/twstock/6417,98.70,-0.70,-0.70%,鉅亨
6418,詠昇,2019/02/18,上櫃,電子零組件業,https://www.cnyes.com/twstock/6418,19.90,-0.20,-1.00%,鉅亨
6419,京晨科,2014/12/29,上櫃,光電業,https://www.cnyes.com/twstock/6419,57.50,-0.60,-1.03%,鉅亨
6425,易發,2019/01/18,上櫃,電機機械,https://www.cnyes.com/twstock/6425,42.80,-0.85,-1.95%,鉅亨
6432,今展科,2015/05/20,上櫃,電子零組件業,https://www.cnyes.com/twstock/6432,27.35,+0.05,+0.18%,鉅亨
6435,大中,2016/01/07,上櫃,半導體業,https://www.cnyes.com/twstock/6435,96.20,+0.30,+0.31%,鉅亨
6441,廣錠,2017/09/27,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/6441,28.10,+0.15,+0.54%,鉅亨
6461,益得,2018/03/28,上櫃,生技醫療業,https://www.cnyes.com/twstock/6461,19.30,+0.15,+0.78%,鉅亨
6462,神盾,2015/12/23,上櫃,半導體業,https://www.cnyes.com/twstock/6462,137.00,-4.00,-2.84%,鉅亨
6465,威潤,2015/11/20,上櫃,通信網路業,https://www.cnyes.com/twstock/6465,16.15,-0.40,-2.42%,鉅亨
6469,大樹,2016/03/30,上櫃,生技醫療業,https://www.cnyes.com/twstock/6469,157.00,-1.50,-0.95%,鉅亨
6470,宇智,2015/11/03,上櫃,通信網路業,https://www.cnyes.com/twstock/6470,47.70,+0.30,+0.63%,鉅亨
6482,弘煜科,2016/06/13,上櫃,文化創意業,https://www.cnyes.com/twstock/6482,61.80,+0.70,+1.15%,鉅亨
6485,點序,2015/11/17,上櫃,半導體業,https://www.cnyes.com/twstock/6485,52.80,-0.60,-1.12%,鉅亨
6486,互動,2016/09/13,上櫃,通信網路業,https://www.cnyes.com/twstock/6486,72.60,-0.30,-0.41%,鉅亨
6488,環球晶,2015/09/25,上櫃,半導體業,https://www.cnyes.com/twstock/6488,347.50,-1.00,-0.29%,鉅亨
6492,生華科,2017/04/24,上櫃,生技醫療業,https://www.cnyes.com/twstock/6492,35.10,-0.05,-0.14%,鉅亨
6494,九齊,2016/05/09,上櫃,半導體業,https://www.cnyes.com/twstock/6494,36.60,0.00,+0.00%,鉅亨
6496,科懋,2016/01/07,上櫃,生技醫療業,https://www.cnyes.com/twstock/6496,25.50,+0.05,+0.20%,鉅亨
6498,久禾光,2025/05/20,上櫃,光電業,https://www.cnyes.com/twstock/6498,117.00,-2.00,-1.68%,鉅亨
6499,益安,2016/07/27,上櫃,生技醫療業,https://www.cnyes.com/twstock/6499,116.50,+1.00,+0.87%,鉅亨
6506,雙邦,2011/05/03,上櫃,紡織纖維,https://www.cnyes.com/twstock/6506,15.35,+0.05,+0.33%,鉅亨
6508,惠光,2004/03/22,上櫃,農業科技業,https://www.cnyes.com/twstock/6508,26.85,0.00,+0.00%,鉅亨
6509,聚和,2004/04/12,上櫃,化學工業,https://www.cnyes.com/twstock/6509,32.45,+0.10,+0.31%,鉅亨
6510,精測,2016/03/24,上櫃,半導體業,https://www.cnyes.com/twstock/6510,821.00,+13.00,+1.61%,鉅亨
6512,啟發電,2016/03/25,上櫃,其他電子業,https://www.cnyes.com/twstock/6512,20.70,-0.05,-0.24%,鉅亨
6516,勤崴國際,2019/05/06,上櫃,資訊服務業,https://www.cnyes.com/twstock/6516,68.00,0.00,+0.00%,鉅亨
6517,保勝光學,2022/12/15,上櫃,光電業,https://www.cnyes.com/twstock/6517,69.80,+0.60,+0.87%,鉅亨
6523,達爾膚,2016/06/16,上櫃,生技醫療業,https://www.cnyes.com/twstock/6523,129.50,+1.00,+0.78%,鉅亨
6527,明達醫,2019/12/25,上櫃,生技醫療業,https://www.cnyes.com/twstock/6527,87.30,+0.10,+0.11%,鉅亨
6530,創威,2018/01/23,上櫃,通信網路業,https://www.cnyes.com/twstock/6530,56.80,+0.20,+0.35%,鉅亨
6532,瑞耘,2016/09/26,上櫃,半導體業,https://www.cnyes.com/twstock/6532,66.90,-0.20,-0.30%,鉅亨
6535,順藥,2016/09/26,上櫃,生技醫療業,https://www.cnyes.com/twstock/6535,135.50,+0.50,+0.37%,鉅亨
6538,倉和,2016/10/21,上櫃,電子零組件業,https://www.cnyes.com/twstock/6538,89.10,0.00,+0.00%,鉅亨
6542,隆中,2016/09/08,上櫃,文化創意業,https://www.cnyes.com/twstock/6542,55.50,-0.70,-1.25%,鉅亨
6546,正基,2022/05/24,上櫃,通信網路業,https://www.cnyes.com/twstock/6546,77.50,-0.70,-0.90%,鉅亨
6547,高端疫苗,2018/04/17,上櫃,生技醫療業,https://www.cnyes.com/twstock/6547,42.50,+0.60,+1.43%,鉅亨
6548,長科*,2016/09/13,上櫃,半導體業,https://www.cnyes.com/twstock/6548,31.90,+0.25,+0.79%,鉅亨
6556,勝品,2017/10/31,上櫃,光電業,https://www.cnyes.com/twstock/6556,71.30,+0.60,+0.85%,鉅亨
6560,欣普羅,2017/01/24,上櫃,光電業,https://www.cnyes.com/twstock/6560,35.80,-0.30,-0.83%,鉅亨
6561,是方,2018/06/05,上櫃,通信網路業,https://www.cnyes.com/twstock/6561,400.50,+2.50,+0.63%,鉅亨
6568,宏觀,2016/12/28,上櫃,半導體業,https://www.cnyes.com/twstock/6568,123.50,0.00,+0.00%,鉅亨
6569,醫揚,2016/12/21,上櫃,生技醫療業,https://www.cnyes.com/twstock/6569,110.50,0.00,+0.00%,鉅亨
6570,維田,2017/12/11,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/6570,37.90,+0.05,+0.13%,鉅亨
6574,霈方,2017/09/04,上櫃,生技醫療業,https://www.cnyes.com/twstock/6574,67.30,-0.50,-0.74%,鉅亨
6576,逸達,2018/06/29,上櫃,生技醫療業,https://www.cnyes.com/twstock/6576,73.50,+0.70,+0.96%,鉅亨
6577,勁豐,2017/03/21,上櫃,電腦及週邊設備業,https://www.cnyes.com/twstock/6577,78.30,-0.20,-0.25%,鉅亨
6578,達邦蛋白,2018/09/18,上櫃,農業科技業,https://www.cnyes.com/twstock/6578,20.90,+0.05,+0.24%,鉅亨
6584,南俊國際,2023/05/18,上櫃,電子零組件業,https://www.cnyes.com/twstock/6584,200.00,+4.00,+2.04%,鉅亨
6588,東典光電,2020/07/01,上櫃,通信網路業,https://www.cnyes.com/twstock/6588,29.00,-0.15,-0.51%,鉅亨
6590,普鴻,2018/12/24,上櫃,資訊服務業,https://www.cnyes.com/twstock/6590,78.60,+0.90,+1.16%,鉅亨
6593,台灣銘板,2017/11/03,上櫃,資訊服務業,https://www.cnyes.com/twstock/6593,61.00,-2.10,-3.33%,鉅亨
6596,寬宏藝術,2018/01/04,上櫃,文化創意業,https://www.cnyes.com/twstock/6596,131.00,-1.50,-1.13%,鉅亨
6597,立誠,2025/05/08,上櫃,電子零組件業,https://www.cnyes.com/twstock/6597,78.80,+0.10,+0.13%,鉅亨
6603,富強鑫,2004/04/05,上櫃,電機機械,https://www.cnyes.com/twstock/6603,15.90,0.00,+0.00%,鉅亨
6609,瀧澤科,2003/09/23,上櫃,電機機械,https://www.cnyes.com/twstock/6609,41.20,-0.60,-1.44%,鉅亨
6612,奈米醫材,2018/07/18,上櫃,生技醫療業,https://www.cnyes.com/twstock/6612,118.00,+2.00,+1.72%,鉅亨
6613,朋億*,2017/12/28,上櫃,其他電子業,https://www.cnyes.com/twstock/6613,181.00,-1.00,-0.55%,鉅亨
6615,慧智,2018/01/22,上櫃,生技醫療業,https://www.cnyes.com/twstock/6615,32.55,+2.95,+9.97%,鉅亨
6616,特昇-KY,2018/01/10,上櫃,居家生活,https://www.cnyes.com/twstock/6616,9.63,+0.08,+0.84%,鉅亨
6617,共信-KY,2024/06/18,上櫃,生技醫療業,https://www.cnyes.com/twstock/6617,99.50,0.00,+0.00%,鉅亨
6624,萬年清,2019/05/28,上櫃,綠能環保,https://www.cnyes.com/twstock/6624,33.70,-0.30,-0.88%,鉅亨
6629,泰金-KY,2019/06/06,上櫃,居家生活,https://www.cnyes.com/twstock/6629,75,0.1,(0.13%),CMoney
6637,醫影,2024/06/18,上櫃,生技醫療業,https://www.cnyes.com/twstock/6637,95.3,0.2,(0.21%),CMoney
